drug_id,trade_name,scientific_name,price,package,supplier,available,last_updated
1631,RUFENAL 3 ML AMP 5 AMP,DICLOFENAC SODIUM,15,5 amp,BPC,yes,2025-05-20
1703,ZINEX  750 MG,CEFUROXIME,15,vial,BPC,yes,2025-05-20
1683,VASCOR 20 MG TAB.,ISOSORBIDE 5 MONONITRATE,14,40 TAB,BPC,yes,2025-05-20
3586,ATRACRIUM 50 MG 5  AMP,ATRACURIUM BESYLATE,75,5 amp.,BPC,yes,2025-05-20
4062,Nedomet 250 tablets,Metronidazole,14,20 Tablets,Beit Jala,yes,2025-05-20
4063,Nedomet 500 tablets,Metronidazole,16,20 Tablets,Beit Jala,yes,2025-05-20
3601,NEDOMET SUSP.,Metronidazole Benzoate 125 mg/ 5ml,16,120 ML,Beit Jala,yes,2025-05-20
1139,NAZEX NASAL SPRAY,Sodium Chloride 0.74% W/V,16,15 ml,Beit Jala,yes,2025-05-18
1132,MYCOTEN CREAM,Clotrimazole 1%,15,20 g,Beit Jala,yes,2025-05-18
1133,MYCOTEN HC Cream,Clotrimazole  1%Hydrocortisone Acetate 1%,17,15 g,Beit Jala,yes,2025-05-18
1481,EMESTOP 2 ML AMP.,METOCLOPROMIDE HCl,240,100 AMP.,BPC,yes,2025-05-18
2451,MUCOCARE 8MG - 20TAB,BROMHEXINE HCl,17,20 TABLETS / BOX,Pharmacare Company,yes,2025-05-18
2631,PROLOL 40MG 50 TAB,Propranolol,15,50 TAB,Alram Drug Store,yes,2025-05-18
4830,VORIFAST POWDER FOR ORAL SOLUTION 50MG / SACHET 10 SACHETS,DICLOFENAC POTASSIUM,11,10 SACHETS,Pharmacare Company,yes,2025-05-18
2519,VERMACARE 100 MG TABLETS (6 TAB),Mebendazole 100 mg,15,6 TABLETS / BOX,Pharmacare Company,yes,2025-05-18
2518,VERMACARE 100 MG SUSPENSION (30 ML),Mebendazole 100 mg / 5 ml,15,ONE BOTTLE OF 30 ML / BOX,Pharmacare Company,yes,2025-05-18
2516,VENTOCARE 2 MG TABLETS (20 TAB),Salbutamol 2mg,8,20 TABLETS / BOX,Pharmacare Company,yes,2025-05-18
1120,LOMIXIN EYE DROPS,Chloramphenicol 0.50%,15,10 ml,Beit Jala,yes,2025-05-18
1115,LAXIN CHILD SUPP.,Glycerin  1.23g/supp,10,5 supp,Beit Jala,yes,2025-05-15
1106,JORDACYCLINE EYE OINT,OXYTETRACYCLINE HCL 0.50%,10,4 g,Beit Jala,yes,2025-05-15
1105,ISOFEN TAB.400 MG.,Ibuprofen 400 mg/tab.,10,20 tab,Beit Jala,yes,2025-05-15
4286,Isofen Suspension (Grape Flavor) 60 ML,Ibuprofen 100 mg/5ml,10,60ml/Box,Beit Jala,yes,2025-05-15
4285,Isofen Suspension (Grape Flavor) 100 ML,Ibuprofen 100 mg/5ml,16,100ml/Box,Beit Jala,yes,2025-05-15
4283,Isofen Suspension (Cherry Apricot Flavor) 100 ML,Ibuprofen 100 mg/5ml,16,100ml/Box,Beit Jala,yes,2025-05-15
4284,Isofen Suspension (Cherry Apricot Flavor) 60 ML,Ibuprofen 100 mg/5ml,10,60ml/Box,Beit Jala,yes,2025-05-15
1103,ISOFEN EMULGEL,Ibuprofen 5 g/100 g,16,30 g,Beit Jala,yes,2025-05-15
1102,INDOGEL,Indomethacin 1% w/w,16,45 g,Beit Jala,yes,2025-05-15
1101,INDOCAPS SUPP,Indomethacin 100 mg/suppository,15,10 supp,Beit Jala,yes,2025-05-15
1096,Hi Tri 10 mg Tab,Ezetimibe 10 mg/tablet,60,30 tab,Beit Jala,yes,2025-05-15
1084,HARRAR CREAM,Thyme Oil           2%Eucalyptus Oil    2%Turpentine Oil     2%Menthol             2%,18,50 g,Beit Jala,yes,2025-05-15
1081,GINGIPAINT,Tannic Acid                        3.75%Calcium Pantothenate         0.75%Lidocaine HCl                   1.00%,15,10 ml,Beit Jala,yes,2025-05-15
1080,GARGAROL,Chlorhexidine Gluconate     0.20%,17,180 ml,Beit Jala,yes,2025-05-15
1079,GARAMINE CREAM,Gentamycin (Sulfate)           0.10%,15,16 g,Beit Jala,yes,2025-05-15
2487,TETRACARE OINTMENT(20 GM),Each 100 g contains 3 g tetracycline HCl,10,ONE TUBE OF 20 G / BOX,Pharmacare Company,yes,2025-05-15
2486,TAILOL 125 MG SYRUP (100 ml),Acetaminophen (Paracetamol)125 mg /5ml,13,ONE BOTTLE OF 100 ML / BOX,Pharmacare Company,yes,2025-05-15
2485,TAILOL 500MG TABLETS (20 AB),Acetaminophen (Paracetamol)500MG / tab,6,20 TABLETS / BOX,Pharmacare Company,yes,2025-05-15
2477,SUPRAVIR 800 TABLETS (35 TAB),Aciclovir800mg,110,35 TABLETS/ BOX,Pharmacare Company,yes,2025-05-15
2472,SCABICARE LOTION 100 ML,Each 100 ml contains 25 ml (28 g) benzyl benzoate.,15,ONE BOTTLE OF 100 ML / BOX,Pharmacare Company,yes,2025-05-15
2453,NOSACARE CHILD 0.025% (15 ML)  NO DRIP WITH METERED DOSE PUMP,Oxymetazoline HCl 0.025%,15,ONE METERED DOSE NASAL SPRAY OF 15 ML / BOX,Pharmacare Company,yes,2025-05-15
1060,Diamet TAB. 1000 mg,Metformin HCl 1000mg/caplet,15,28 tab,Beit Jala,yes,2025-05-13
1061,Diamet TAB. 500 mg,Metformin HCl 500 mg/tablet,10,30 tab,Beit Jala,yes,2025-05-13
1062,Diamet TAB.850 mg,Metformin HCl 850 mg/caplet,13,28 tab,Beit Jala,yes,2025-05-13
1059,DERMAGESIC LOTION,Calamine 8%Zinc Oxide 8%,13,100 ml,Beit Jala,yes,2025-05-13
1056,DENACINE 150 CAPS,Clindamycin (HCl) 150 mg/cap,12,16 CAP,Beit Jala,yes,2025-05-13
3434,DELORAX  0.5 mg / ml Syrup,Desloratadine,13,100 ml,Beit Jala,yes,2025-05-13
1050,DARAMINE TAB.,Dimenhydrinate 50mg/tablet,20,20 tab,Beit Jala,yes,2025-05-13
1036,BETACORT V CREAM,Betamethasone (Valerate) 0.10%,9,16 g,Beit Jala,yes,2025-05-13
2148,ZINAXIM 750 VIALS-NEW,CEFUROXIME ( As SODIUM ) 750 mg,15,vial,Jepharm Co.,yes,2025-05-13
2059,"MICO-CORT 15G, CREAM","HYDROCORTISONE ACETATE 1% , MICONAZOLE NITRATE 2%",16,15g,Jepharm Co.,yes,2025-05-13
2036,J-PENEM 1gm VIAL,meropenem as trihydrate1g,96,1 vial,Jepharm Co.,yes,2025-05-13
1031,AZYTRA  Caps. 250 mg,Azithromycin (as Dihydrate) 250mg/cap.,25,6 CAPSULES,Beit Jala,yes,2025-05-13
1023,ALLERGON TAB.,Chlorpheniramine Maleate  2mg/tablet,15,20 tab,Beit Jala,yes,2025-05-13
1022,ALLERGON SYRUP,Chlorpheniramine Maleate  2mg/5ml,15,100 ml,Beit Jala,yes,2025-05-13
3738,PHAREPA 25000 IU VIAL,Heparin,111,5 Vials,Medimarket Drug Store,yes,2025-05-12
2441,LOROCARE  2.5MG TABLETS (20 TAB),Lorazepam 2.5 mg,14,20 TABLETS / BOX,Pharmacare Company,yes,2025-05-12
2021,GYNODAKTAZOLE CREAM 4%,MICONAZOLE NITRATE4%,32,tube,Jepharm Co.,yes,2025-05-12
1940,ARTIDYL2 MG,TRIHEXYPHENIDYL HCl 2MG,11,30 tab,Jepharm Co.,yes,2025-05-12
1941,ARTIDYL 5 MG,TRIHEXYPHENIDYL  HCl 5MG,16,30 tab,Jepharm Co.,yes,2025-05-12
3510,MOXIFLOX 400 MG TABLETS (10 TAB),Moxifloxacin  HCl,73,10 TABLETS / BOX,Pharmacare Company,yes,2025-05-12
3509,MOXIFLOX 400 MG TABLETS (5 TAB),Moxifloxacin HCl,40,5 TABLETS / BOX,Pharmacare Company,yes,2025-05-12
2421,GLUCOCARE  5 MG TABLETS (30 TAB),Glibenclamide 5MG,10,30 TABLETS / BOX,Pharmacare Company,yes,2025-05-12
2414,FUNGAZOLE CREAM  15 GM,Miconazole nitrate.2%,10,ONE TUBE OF 15 G / BOX,Pharmacare Company,yes,2025-05-12
3609,FexoEZ 120 mg (20 Tab),Fexofenadine,16,20 TABLETS / BOX,Pharmacare Company,yes,2025-05-12
2407,EZOMAX 20 MG CAPSULE *15,Ezomeprazole 20 mg,15,15 CAPSULES / BOX,Pharmacare Company,yes,2025-05-12
2404,ERYTHROCARE  200 MG SUSPENSION  60 ML,Erythromycin 200 mg /5 ml,11,ONE BOTTLE OF 60 ML / BOX,Pharmacare Company,yes,2025-05-12
4335,D-Triol 0.25 Mcg Soft Gelatin Capsules (30 cap),Calcitriol 0.25 mcg,35,30  Cap,Pharmacare Company,yes,2025-05-12
2400,DIACARE  2MG CAPSULES * 8,Loperamide HCl 2mg,16,8 CAP,Pharmacare Company,yes,2025-05-12
1548,MEROPENEM 1 G 10 VIAL,Meropenem,945,10 vial,BPC,yes,2025-05-12
3913,DELECAS Inj. 1 ML,BETAMETHASONE AS ( DIPROPIONATE & SOD. PHOSPHATE ),23,1 Amp. of 1ML,BPC,yes,2025-05-12
1442,CLAFOXIM 1 GM VIAL,CEFOTAXIME (AS SODIUM) 1 GM,14,1 VIAL,BPC,yes,2025-05-12
4237,D-Dol 1 mcg (30 cap),alfacalcidol,50,30 Soft Gelatin Cap,Pharmacare Company,yes,2025-05-11
4235,D-Dol 0.25 mcg (30 cap),Alfacalcidol,22,30 Soft Gelatin Cap,Pharmacare Company,yes,2025-05-11
4236,D-Dol 0.5 mcg (30 cap),alfacalcidol,35,30 Soft Gelatin Cap,Pharmacare Company,yes,2025-05-11
2390,CIPROCARE 500 MG TABLETS,Ciprofloxacin500mg,38,15 TABLETS / BOX,Pharmacare Company,yes,2025-05-11
4217,Bisotens 5,Bisoprolol Fumarate,15,30 tab,Pharmacare Company,yes,2025-05-11
2370,BETACARE  CREAM  15GM,Betamethasone1%,7,ONE TUBE OF 15 G / BOX,Pharmacare Company,yes,2025-05-11
2371,BETACARE - G CREAM 15GM,betamethasone1% and 0.1% Gentamycin,14,ONE TUBE OF 15 G / BOX,Pharmacare Company,yes,2025-05-11
2362,AMOXICARE 500MG CAPSULES,Amoxicillin 500mg,16,16 CAP / BOX,Pharmacare Company,yes,2025-05-11
2361,AMOXICARE 400 MG SUSPENSION 60 ML,Amoxicillin 400 mg /5 ml,15,60 ML,Pharmacare Company,yes,2025-05-11
2360,AMOXICARE 400MG SUSP.ENSION 100 ML,Amoxicillin 400 mg /5 ml,17,100 ML,Pharmacare Company,yes,2025-05-11
2355,AMOXICARE  250MG SUSPENSION 100ML,Amoxicillin 250 mg/5 ml,15,100ML,Pharmacare Company,yes,2025-05-11
2356,AMOXICARE  250MG SUSPENSION  (60 ml),Amoxicillin 250 mg /5 ml,10,60 ml,Pharmacare Company,yes,2025-05-11
2358,AMOXICARE 125MG SUSPENSION 100 ML,Amoxicillin 125 mg / 5 ml,12,100 ml,Pharmacare Company,yes,2025-05-11
2354,AMBROCARE 30 SYRUP 30 mg/ 5 ml (60 ml),Ambroxol 30 mg/5 ml,11,60 ml,Pharmacare Company,yes,2025-05-11
2115,Sulprim fort 10tab.,"TRIMETHOPRIM 160MG, SULPHAMETHOXASOLE 800MG",16,10 tabs,Jepharm Co.,yes,2025-05-04
2116,Sulprim susp. 100ml.,"TRIMETHOPRIM 40MG, SULPHAMETHOXASOLE 200MG",16,100 ml,Jepharm Co.,yes,2025-05-04
2114,SULPRIM 20 TAB,"TRIMETHOPRIM 80MG, SULPHAMETHOXASOLE 400MG",16,20 tab,Jepharm Co.,yes,2025-05-04
2117,Sulprim susp. 60ml.,"TRIMETHOPRIM 40MG, SULPHAMETHOXASOLE 200MG",13,60 ml,Jepharm Co.,yes,2025-05-04
1438,CHLORAZINE 100 mg 20 TAB,CHLORPROMAZINE,15,20 Tab.,BPC,yes,2025-05-04
3564,BASILOX 400 mg Tab,MOXIFLOXACIN  HCL,40,5 Tab,BPC,yes,2025-05-04
1569,NIRVIN 0.5% PEDIATRIC NOSE DROPS,XYLOMETAZOLINE HCl,14,DROPS,BPC,yes,2025-05-04
1567,NIRVIN 1% ADULT NOSE DROPS,XYLOMETAZOLINE HCl,16,DROPS,BPC,yes,2025-05-04
2660,MONOCORD 20MG 30 TAB,Isosorbide Mononitrate,10,30 TAB,Alram Drug Store,yes,2025-04-30
2638,MONOCORD 20MG 60 TAB,Isosorbide Mononitrate,20,60 TAB,Alram Drug Store,yes,2025-04-30
2634,MONOCORD 40MG 30 TAB,Isosorbide Mononitrate,17,30 tab,Alram Drug Store,yes,2025-04-30
2025,ISONID 20 MG TAB(30),ISOSORBIDE MONONITRATE 20 mg,10,30 tab,Jepharm Co.,yes,2025-04-30
2026,ISONID 40 MG TAB(30),ISOSORBIDE MONONITRATE 40 mg,17,30 tab,Jepharm Co.,yes,2025-04-30
5383,KETO-ALISON 30 MG /ML 100 AMP<span class='flash'> new </span>,KETOROLAC TROMETHAMINE,320,100 AMP,Alison pharmaceutical company,yes,2025-04-30
5382,KETO-ALISON 30 MG /ML 5 AMP<span class='flash'> new </span>,KETOROLAC TROMETHAMINE,20,5 AMP,Alison pharmaceutical company,yes,2025-04-30
5379,METO-ALISON 10 MG/2ML 5 AMP<span class='flash'> new </span>,Metoclopramide Hydrochloride,14,5 AMP,Alison pharmaceutical company,yes,2025-04-30
5380,METO-ALISON 10 MG/2ML 5 AMP<span class='flash'> new </span>,Metoclopramide Hydrochloride,226,100 AMP,Alison pharmaceutical company,yes,2025-04-30
4553,SPECTRACEF 400 MG 10 TABS,CEFDITOREN 400MG,156,10 FILM COATED TAB,Alram Drug Store,yes,2025-04-29
4554,SPECTRACEF 200 MG 20 TABS,CEFDITOREN 200MG,156,20 FILM COATED TAB,Alram Drug Store,yes,2025-04-29
2035,J-PENEM 0.5 gm VIAL,meropenem as trihydrate0.5g,45,1 vial,Jepharm Co.,yes,2025-04-28
1500,FOLIC ACID 5 MG 30 TAB,FOLIC ACID 5MG,18,30 tab,BPC,yes,2025-04-28
1483,EMESTOP 10 MG 20 TAB,METOCLOPROMIDE HCl,15,20 tab,BPC,yes,2025-04-28
2578,COUMADIN 2MG  30 TAB,Warfarin sodium 2mg,18,30 tab,Alram Drug Store,yes,2025-04-28
2675,DISOTHIAZIDE 25MG 30TAB,Hydrochlorothiazide,12,30 tab,Alram Drug Store,yes,2025-04-28
2609,DOXYLIN 100MG 10TAB,Doxycycline(as hyclate),12,10 tab,Alram Drug Store,yes,2025-04-28
2586,COUMADIN 5MG 30TAB,WARFARINE SODIUM 5MG,22,30 TAB,Alram Drug Store,yes,2025-04-28
2574,COUMADIN 1MG  30 TAB,Warfarin sodium 1mg,8,30 tab,Alram Drug Store,yes,2025-04-28
1521,INDOLIN 100 MG 12 SUPP,INDOMETHACIN,17,12 supp,BPC,yes,2025-04-28
1699,XYLEN GEL,LIDOCAINE 2%,15,tube,BPC,yes,2025-04-28
1695,XTRAM AMP,TRAMADOL HCl,13,5 Amp,BPC,yes,2025-04-28
3666,ULTRAFEN 60 mg Supp.,Ibuprufen,15,10 Supp,BPC,yes,2025-04-28
1664,TOLERAN 50 MG TAB,DICLOFENAC POTASSIUM 50 MG,12,10 Tab,BPC,yes,2025-04-28
1662,TETRIN EYE DROPS,TETRAHYDRAZOLINE HCl 0.05%,15,EYE DROPS,BPC,yes,2025-04-28
3581,Omr-IgG-am 5% - 100 ML (5G),Human normal immunoglobulin 50mg/ml - (5G),1647,100 ML VIAL,AL DAWLI  DRUG  STORE,yes,2025-04-28
3583,Omr-IgG-am 5% - 200 ML (10G),Human normal immunoglobulin 50mg/ml - (10G),3083,200 ML VIAL,AL DAWLI  DRUG  STORE,yes,2025-04-28
3582,Omr-IgG-am 5% - 50ML (2.5G),Human normal immunoglobulin 50mg/ml - (2.5G),823,50 ML VIAL,AL DAWLI  DRUG  STORE,yes,2025-04-28
3990,SPIRONE 25 MG 30 TAB,SPIRONOLACTONE,17,30 TAB,BPC,yes,2025-04-27
1644,SEREPAM 10 MG AMP 5 AMP,DIAZEPAM,17,5 amp,BPC,yes,2025-04-27
1645,SEREPAM 10 MG AMP 100 AMP,DIAZEPAM,283,100 AMP,BPC,yes,2025-04-27
1640,SEDAMOL 500 MG 20 CAPLET,PARACETAMOL,10,20 Cap,BPC,yes,2025-04-27
1622,RINAZAL SYRUP,DESLORATADINE,15,SYRUP,BPC,yes,2025-04-27
1615,PULMADRIN SYRUP 100 ML,TRIPROLIDINE HCl & PSEUDOEPHEDRINE,17,SYRUP,BPC,yes,2025-04-27
2030,JEFLEX 250 SUSP. 60ML.,CEPHALEXIN (AS MONOHYDRATE) 250MG,17,SUSP. 60ML.,Jepharm Co.,yes,2025-04-27
1604,PREMONOR TABLET,NORETHISTERONE ACETATE,14,20 tab,BPC,yes,2025-04-27
1598,PHENOTAB 15 MG 20 TAB,PHENOBARBITAL,4,20 TAB,BPC,yes,2025-04-27
1597,PHENOTAB 100 MG 100 TAB,PHENOBARBITAL,37,100 tab,BPC,yes,2025-04-27
1981,DEXAMIN SYRUP 100ML.,DEXCHLORPHENIRAMINE MALEATE 0.5 Mg,16,SYRUP 100ML.,Jepharm Co.,yes,2025-04-27
1594,OXYCIN EYE OINT,OXYTETRACYCLINE HCl,8,EYE OINT,BPC,yes,2025-04-27
1584,ORACAL 600 MG 40 CHEWABLE TABLET,CALCIUM CARBONATE,15,40,BPC,yes,2025-04-27
2104,ROOTAN 0.025% CREAM,TRETINOIN 0.025%,14,20 g,Jepharm Co.,yes,2025-04-27
1577,OGMIN 125MG GRAN,AMOXICILLIN & CLAVULANIC ACID,16,SUSP,BPC,yes,2025-04-27
1576,Ocutacin 3mg / ml E/DROPS  5ml,TOBRAMYCIN,15,E/D,BPC,yes,2025-04-27
5334,TRUFEN RELAX 20 TAB,IBUPROFEN 200 MG + METHOCARBAMOL 500 MG,35,20 TAB,Jepharm Co.,yes,2025-04-24
2123,TRUFEN 200 MG.,IBUPROFEN 200MG,7,20 tab,Jepharm Co.,yes,2025-04-24
2124,TRUFEN 400 MG. 20 TABLETS,IBUPRUFEN 400MG,15,20 tabs,Jepharm Co.,yes,2025-04-24
2125,TRUFEN 600 MG. 10 TABLETS,IBUPROFEN 600MG,10,10 tabs,Jepharm Co.,yes,2025-04-24
2128,TRUFEN SUSPENSION 75 ML,IBUPRUFEN 100MG,11,75 ml,Jepharm Co.,yes,2025-04-24
1560,NAPREX 500 MG 8 TAB,NAPROXEN,12,8,BPC,yes,2025-04-24
2130,TUSSIBAL EXPECTOR 100 ML.,"GUAIFENASINE 100 MG,PSEUDOEPHEDRENE HCl 30MG,  TRIPROLIDINE HCl 1.25MG",17,100 ml bottle,Jepharm Co.,yes,2025-04-24
2131,TUSSIBAL HONEY 100 ML.,"DEXTROMETHORPHAN HBr 10MG,  PSEUDOEPHEDRENE HCl 30MG,TRIPROLIDINE HCl 1.25MG",17,100 ml bottle,Jepharm Co.,yes,2025-04-24
2139,Vermazol 100mg.,MEBENDAZOLE 100MG,16,6 TAB,Jepharm Co.,yes,2025-04-24
2138,"VASCOPIN 5MG,",Amlodipine (Besylate) 5 mg,14,30 TAB.,Jepharm Co.,yes,2025-04-24
2140,Vermazol 2% susp.30ml.,MEBENDAZOLE 100MG,16,susp.30ml.,Jepharm Co.,yes,2025-04-24
1549,METROZOLE 250 MG 20 TAB.,METRONIDAZOLE,14,20 tab,BPC,yes,2025-04-24
2143,"VITAL 1 MG, 1 ML, 5 AMP",CYANOCOBALAMIN1000 MCG,15,5 AMP.,Jepharm Co.,yes,2025-04-24
2144,Vizolin Eye Drops 0.5% 15ml.,TETRAHYDROZOLINE HCl 0.05%,16,E/D,Jepharm Co.,yes,2025-04-24
1542,M.A.H. SUSP 200 ML,ALUMINUM HYDROXIDE & MAGNESIUM HYDROXIDE,12,SUSP 200 ML,BPC,yes,2025-04-24
1990,DICLOFEN AMP,DICLOFENAC SOD. 75MG & LIDOCAINE 8MG,16,5 amp,Jepharm Co.,yes,2025-04-24
4353,IXABAN 2.5 MG 60 TAB.,APIXABAN 2.5 MG / TAB,120,60 TAB,BPC,yes,2025-04-24
1524,IOSEPT SOL 100 ML,POVIDONE IODINE,5,100 ml,BPC,yes,2025-04-24
1517,HYPOTHAL CAP,SULPRIDE,15,20 Cap,BPC,yes,2025-04-24
1514,HISTANYL AMPULE 25 MG 100 AMP,PROMETHAZINE HCl,250,100 AMP.,BPC,yes,2025-04-24
1509,GLUCOMET 850 MG 30 TAB,METFORMIN 850 MG,13,30 TAB,BPC,yes,2025-04-24
1507,GINGIVAL SOLUTION,CHLORHEXIDINE GLUCONATE,17,150 ML SOLUTION,BPC,yes,2025-04-24
1506,GENTACOL EYE AND EAR DROPS 7 ML,GENTAMYCINE SULPHATE,15,E/D 7 ml,BPC,yes,2025-04-24
1502,FUNGITRIN ORAL GEL,MICONAZOLE NITRATE,15,ORAL GEL,BPC,yes,2025-04-24
1501,FUNGITRIN CREAM,MICONAZOLE NITRATE,16,tube,BPC,yes,2025-04-24
4376,FLUPHENAZINE BPC  1 AMPOULE,FLUPHENAZINE DECANOATE 25MG,16,1 AMP,BPC,yes,2025-04-24
1490,FEBRAMOL SYR.,PARACETAMOL,13,100ml syr,BPC,yes,2025-04-24
1489,FEBRAMOL INFANT 150mg  6 SUPP,PARACETAMOL,7,6 supp,BPC,yes,2025-04-24
1488,FEBRAMOL CHILD 300 MG 6 SUPP,PARACETAMOL,8,6 Supp,BPC,yes,2025-04-24
1482,EMESTOP SYRUP (30ML),METOCLOPROMIDE HCl,13,30 ML,BPC,yes,2025-04-24
1475,DUPISOR gel 30GM,CALCIPOTRIOL (AS MONOHYDRATE) 50 MCG & BETAMETHSONE (AS DIPROPIONATE) 0.5 MG,100,tube,BPC,yes,2025-04-24
1467,DENTO DROPS,"BENZOCAINE, CHLOROFORM, MENTHOL, METHYL SALICYLATE & OIL OF CLOVE",15,DROPS,BPC,yes,2025-04-24
1430,CEFAZIN 1 GM VIAL,CEFAZOLIN (AS SODIUM) 1 GM,9,1 VIAL,BPC,yes,2025-04-23
1420,CANDISTAN ORAL DROPS 100000  IU/ML 12 ML,NYSTATIN,14,DROPS,BPC,yes,2025-04-23
1419,BLOCADRIL 40MG TAB.,PROPRANOLOL HCl 40 MG,6,20 tab,BPC,yes,2025-04-23
1418,BLOCADRIL 10MG TAB.,PROPRANOLOL HCl 10 MG,5,20 tab,BPC,yes,2025-04-23
1417,BEPEN V.K 500MG,PENICILLIN V. POTASSIUM 500 MG,13,16 tab,BPC,yes,2025-04-23
1415,BEPEN V.K 250MG GRAN 100ml,PENICILLIN V. POTASSIUM 250 MG,15,100ml susp,BPC,yes,2025-04-23
1409,ASPIRIN 100 MG TAB,ASPIRIN 100 MG TAB,10,30 tab,BPC,yes,2025-04-23
1403,AMOXITID 400MG GRAN,AMOXICILLIN 400,15,70 ML SUSP,BPC,yes,2025-04-23
1402,AMOXITID 250MG GRAN 60ml,AMOXICILLIN 250,11,60 ML SUSP.,BPC,yes,2025-04-23
1401,AMOXITID 250MG GRAN 100ml,AMOXICILLIN 250,15,100ml susp,BPC,yes,2025-04-23
1389,ALLNEX.1% EYE DROPS 5ML,OLOPATADINE (AS HCl) 0.1 %,37,5 ML,BPC,yes,2025-04-23
1387,ALFACAL 1.0 mcg SOFT  30 CAP,ALFACALCIDOL 1 MCG,52,30 CAP,BPC,yes,2025-04-23
1385,ADOL DROPS,VITAMIN A & VITAMIN D3,15,DROPS,BPC,yes,2025-04-23
4035,CONCOR  2.5MG - 30 TAB,Bisoprolol 2.5mg,17,30 TAB,Grand Pharm,yes,2025-04-23
367,BETACORTEN OINT  15 GR,betamethasone,8,tube,OXYGEN MEDICAL COMPANY,yes,2025-04-22
5073,BETACORTEN SCALP SOLUTION 0.1% 30 ML,BETAMETHASONE,13,30 ML SOLUTION,OXYGEN MEDICAL COMPANY,yes,2025-04-22
3684,DICLOREN GEL,diclofenac sodim,36,50 gm topical gel,OXYGEN MEDICAL COMPANY,yes,2025-04-22
3712,THEOTRIM 100,Theophylline,10,30 Tab,OXYGEN MEDICAL COMPANY,yes,2025-04-22
3711,THEOTRIM 200,Theophylline,11,30 Tab,OXYGEN MEDICAL COMPANY,yes,2025-04-22
3710,THEOTRIM 300,Theophylline,14,30 Tab,OXYGEN MEDICAL COMPANY,yes,2025-04-22
2093,prexolan  5 MG 30 TAB,Olanzapine  5 mg,80,30 tabs,Jepharm Co.,yes,2025-04-22
2094,prexolan 10 MG 30 TAB,Olanzapine 10 mg,140,30 tabs,Jepharm Co.,yes,2025-04-22
2096,Prexolan15 MG 30 TAB,Olanzapine 15 mg,150,30 tabs,Jepharm Co.,yes,2025-04-22
2095,prexolan 20 MG 30 TAB,Olanzapine 20 mg,170,30 tabs,Jepharm Co.,yes,2025-04-22
2083,OTAMOL 150mg suppositories,PARACETAMOL 150MG,7,6 supp,Jepharm Co.,yes,2025-04-22
2082,OTAMOL 500MG.,PARACETAMOL 500MG,7,20 tab,Jepharm Co.,yes,2025-04-22
2081,OTAMOL 300mg suppositories,PARACETAMOL 300MG,6,5 supp,Jepharm Co.,yes,2025-04-22
2084,OTAMOL SYRUP 100 ml.,PARACETAMOL 125MG,11,1 bottle,Jepharm Co.,yes,2025-04-22
2064,MOXEPHARM 250 SUSP. 60 ML.,AMOXYCILLIN (AS TRIHYDRATE)250MG,11,60 ml,Jepharm Co.,yes,2025-04-22
2065,MOXEPHARM 400 SUSP.70 ML.,AMOXYCILLIN (AS TRIHYDRATE) 400MG,16,SUSP.75 ML.,Jepharm Co.,yes,2025-04-22
2066,MOXEPHARM 500 MG. 16 CAPS,AMOXYCILLIN (AS TRIHYDRATE)500MG,15,16 caps,Jepharm Co.,yes,2025-04-22
2062,MODURIL30TAB,"AMILORIDE HCl 5MG,  HYDROCHLORTHIAZIDE 50MG",17,30 tabs,Jepharm Co.,yes,2025-04-22
2057,MEGASTOP PLUS 100 ML.,"FURAZOLIDONE 0.02GM,   KAOLIN 0.6GM & PECTIN 0.1GM/5ML",16,100 ml bottle,Jepharm Co.,yes,2025-04-22
2055,LORIAS 0.5 mg /ml ORAL SOL. 120 ml,Desloratadine 0.5mg,15,ORAL SOL. 120 ml,Jepharm Co.,yes,2025-04-22
2058,MEGASTOP PLUS 20 TAB,"FURAZOLIDONE 20MG,   KAOLIN 40MG, PECTIN 40MG/TAB",16,20 tabs,Jepharm Co.,yes,2025-04-22
2023,HYPOCOR 2.5 MG,Bisoprolol Fumarate2.5mg,15,30 TAB,Jepharm Co.,yes,2025-04-14
2024,HYPOCOR 5 MG 30 TAB,Bisoprolol Fumarate5mg,15,30 TAB,Jepharm Co.,yes,2025-04-14
2002,FAMODIN 20MG.,FAMOTIDINE 20mg,16,20TAB.,Jepharm Co.,yes,2025-04-14
5501,TRITTICO 100 MG 30 TAB,TRAZODONE HYDROCHLORIDE,25,30 TAB,Al Bayan Drug Store,yes,2025-04-13
5502,TRITTICO 50 MG 30 TAB,TRAZODONE HYDROCHLORIDE,25,30 TAB,Al Bayan Drug Store,yes,2025-04-13
3440,SETANORM 500 mg Tab,LEVETIRACETAM,74,30 Tab,Jepharm Co.,yes,2025-04-13
2625,ALLORIL 100MG 50 TAB,Allopurinol,14,50 TAB,Alram Drug Store,yes,2025-04-13
2579,COUMADIN 2.5M 30 TAB,Warfarin sodium 2.5mg,23,30 tab,Alram Drug Store,yes,2025-04-13
546,VANCOAVENIR VIAL 500MG 10,VANCOMYCIN 0.5G,281,10 VIAL,BEIT AL- DAWAA DRUG STORE,yes,2025-04-10
4071,MERO-AVENIR VIAL 1000MG  10 Vial/BOX,Meropenem Trihydrate,803,10 Vial,BEIT AL- DAWAA DRUG STORE,yes,2025-04-10
